['Canon', 459.0, 'Compact', 5.0, 3.6, 4.1, 300.0, 'Compact Flash', 32.0]
target Product 39 's rank = 73
selection = 170 , Compatiblity = 0.555
topK: [209, 196, 159, 158, 157]
Price : 0.613 Resolution : 0.153 OpticalZoom : 0.002 DigitalZoom : 0.153 Weight : 0.038 StorageIncluded : 0.038
target Product 39 's rank = 73
selection = 209 , Compatiblity = 0.333
topK: [208, 113, 203, 191, 45]
Price : 0.633 Resolution : 0.158 OpticalZoom : 0.0 DigitalZoom : 0.158 Weight : 0.039 StorageIncluded : 0.009
target Product 39 's rank = 57
selection = 208 , Compatiblity = 0.555
topK: [74, 181, 178, 184, 78]
Price : 0.39 Resolution : 0.39 OpticalZoom : 0.0 DigitalZoom : 0.097 Weight : 0.097 StorageIncluded : 0.024
target Product 39 's rank = 56
selection = 74 , Compatiblity = 0.333
topK: [75, 73, 115, 119, 122]
Price : 0.718 Resolution : 0.179 OpticalZoom : 0.0 DigitalZoom : 0.044 Weight : 0.044 StorageIncluded : 0.011
target Product 39 's rank = 57
selection = 73 , Compatiblity = 0.666
topK: [79, 126, 162, 112, 132]
Price : 0.873 Resolution : 0.054 OpticalZoom : 0.0 DigitalZoom : 0.054 Weight : 0.013 StorageIncluded : 0.003
target Product 39 's rank = 51
selection = 79 , Compatiblity = 0.444
topK: [197, 193, 125, 124, 131]
Price : 0.75 Resolution : 0.187 OpticalZoom : 0.0 DigitalZoom : 0.046 Weight : 0.011 StorageIncluded : 0.002
target Product 39 's rank = 44
selection = 124 , Compatiblity = 0.666
topK: [120, 116, 114, 129, 123]
Price : 0.469 Resolution : 0.469 OpticalZoom : 0.0 DigitalZoom : 0.029 Weight : 0.029 StorageIncluded : 0.001
target Product 39 's rank = 39
selection = 116 , Compatiblity = 0.555
topK: [117, 118, 130, 198, 200]
Price : 0.187 Resolution : 0.75 OpticalZoom : 0.0 DigitalZoom : 0.046 Weight : 0.011 StorageIncluded : 0.002
target Product 39 's rank = 47
selection = 198 , Compatiblity = 0.555
topK: [147, 183, 173, 172, 145]
Price : 0.48 Resolution : 0.48 OpticalZoom : 0.0 DigitalZoom : 0.03 Weight : 0.007 StorageIncluded : 0.001
target Product 39 's rank = 47
selection = 145 , Compatiblity = 0.777
topK: [177, 133, 149, 148, 143]
Price : 0.196 Resolution : 0.785 OpticalZoom : 0.0 DigitalZoom : 0.012 Weight : 0.003 StorageIncluded : 0.003
target Product 39 's rank = 38
selection = 177 , Compatiblity = 0.555
topK: [98, 43, 29, 53, 61]
Price : 0.196 Resolution : 0.787 OpticalZoom : 0.0 DigitalZoom : 0.012 Weight : 0.003 StorageIncluded : 0.0
target Product 39 's rank = 3
selection = 43 , Compatiblity = 0.666
topK: [52, 63, 95, 39, 47]
Number of interaction cycles = 20
id =  40
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 40 's rank = 20
First product selected: 28
topK: [30, 27, 36, 24, 35]
Price : 0.111 Resolution : 0.111 OpticalZoom : 0.111 DigitalZoom : 0.111 Weight : 0.444 StorageIncluded : 0.111
target Product 40 's rank = 0
selection = 30 , Compatiblity = 0.777
topK: [40, 41, 34, 31, 32]
Number of interaction cycles = 2
id =  41
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 41 's rank = 192
First product selected: 34
topK: [31, 32, 35, 153, 15]
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 41 's rank = 8
selection = 31 , Compatiblity = 0.888
topK: [36, 27, 30, 24, 28]
Price : 0.055 Resolution : 0.222 OpticalZoom : 0.222 DigitalZoom : 0.222 Weight : 0.055 StorageIncluded : 0.222
target Product 41 's rank = 1
selection = 36 , Compatiblity = 0.333
topK: [40, 41, 23, 29, 43]
Number of interaction cycles = 3
id =  42
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 42 's rank = 136
First product selected: 23
topK: [87, 83, 33, 174, 175]
Price : 0.083 Resolution : 0.333 OpticalZoom : 0.333 DigitalZoom : 0.083 Weight : 0.083 StorageIncluded : 0.083
target Product 42 's rank = 0
selection = 33 , Compatiblity = 0.777
topK: [42, 36, 27, 30, 24]
Number of interaction cycles = 2
id =  43
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 43 's rank = 42
First product selected: 120
topK: [92, 14, 66, 69, 100]
Price : 0.333 Resolution : 0.083 OpticalZoom : 0.083 DigitalZoom : 0.333 Weight : 0.083 StorageIncluded : 0.083
target Product 43 's rank = 44
selection = 14 , Compatiblity = 0.444
topK: [190, 8, 3, 0, 9]
Price : 0.121 Resolution : 0.121 OpticalZoom : 0.121 DigitalZoom : 0.484 Weight : 0.03 StorageIncluded : 0.121
target Product 43 's rank = 42
selection = 0 , Compatiblity = 0.666
topK: [7, 12, 11, 5, 19]
Price : 0.355 Resolution : 0.088 OpticalZoom : 0.088 DigitalZoom : 0.355 Weight : 0.022 StorageIncluded : 0.088
target Product 43 's rank = 37
selection = 12 , Compatiblity = 0.444
topK: [18, 16, 17, 21, 20]
Price : 0.666 Resolution : 0.041 OpticalZoom : 0.041 DigitalZoom : 0.166 Weight : 0.041 StorageIncluded : 0.041
target Product 43 's rank = 37
selection = 16 , Compatiblity = 0.444
topK: [84, 85, 86, 188, 139]
Price : 0.355 Resolution : 0.088 OpticalZoom : 0.088 DigitalZoom : 0.355 Weight : 0.022 StorageIncluded : 0.088
target Product 43 's rank = 28
selection = 86 , Compatiblity = 0.777
topK: [82, 186, 171, 165, 170]
Price : 0.222 Resolution : 0.222 OpticalZoom : 0.222 DigitalZoom : 0.222 Weight : 0.055 StorageIncluded : 0.055
target Product 43 's rank = 22
selection = 186 , Compatiblity = 0.666
topK: [154, 209, 168, 196, 169]
Price : 0.222 Resolution : 0.222 OpticalZoom : 0.222 DigitalZoom : 0.222 Weight : 0.055 StorageIncluded : 0.055
target Product 43 's rank = 17
selection = 154 , Compatiblity = 0.444
topK: [192, 194, 76, 203, 1]
Price : 0.231 Resolution : 0.231 OpticalZoom : 0.231 DigitalZoom : 0.231 Weight : 0.057 StorageIncluded : 0.014
target Product 43 's rank = 40
selection = 203 , Compatiblity = 0.666
topK: [113, 191, 157, 159, 74]
Price : 0.361 Resolution : 0.361 OpticalZoom : 0.09 DigitalZoom : 0.09 Weight : 0.09 StorageIncluded : 0.005
target Product 43 's rank = 39
selection = 113 , Compatiblity = 0.777
topK: [115, 119, 122, 112, 132]
Price : 0.173 Resolution : 0.693 OpticalZoom : 0.043 DigitalZoom : 0.043 Weight : 0.043 StorageIncluded : 0.002
target Product 43 's rank = 34
selection = 115 , Compatiblity = 0.777
topK: [116, 126, 124, 114, 131]
Price : 0.389 Resolution : 0.389 OpticalZoom : 0.024 DigitalZoom : 0.097 Weight : 0.097 StorageIncluded : 0.001
target Product 43 's rank = 29
selection = 124 , Compatiblity = 0.777
topK: [129, 125, 123, 118, 130]
Price : 0.179 Resolution : 0.718 OpticalZoom : 0.011 DigitalZoom : 0.044 Weight : 0.044 StorageIncluded : 0.0
target Product 43 's rank = 25
selection = 129 , Compatiblity = 0.555
topK: [117, 184, 198, 158, 178]
Price : 0.054 Resolution : 0.864 OpticalZoom : 0.013 DigitalZoom : 0.054 Weight : 0.013 StorageIncluded : 0.0
target Product 43 's rank = 19
selection = 184 , Compatiblity = 0.666
topK: [181, 183, 208, 75, 162]
Price : 0.179 Resolution : 0.718 OpticalZoom : 0.011 DigitalZoom : 0.044 Weight : 0.044 StorageIncluded : 0.0
target Product 43 's rank = 16
selection = 181 , Compatiblity = 0.555
topK: [73, 200, 147, 78, 173]
Price : 0.056 Resolution : 0.91 OpticalZoom : 0.003 DigitalZoom : 0.014 Weight : 0.014 StorageIncluded : 0.0
target Product 43 's rank = 9
selection = 73 , Compatiblity = 0.666
topK: [172, 79, 197, 193, 177]
Price : 0.054 Resolution : 0.864 OpticalZoom : 0.013 DigitalZoom : 0.054 Weight : 0.013 StorageIncluded : 0.0
target Product 43 's rank = 4
selection = 172 , Compatiblity = 0.555
topK: [145, 45, 98, 133, 43]
Number of interaction cycles = 17
id =  44
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 44 's rank = 130
First product selected: 110
topK: [68, 187, 201, 104, 129]
Price : 0.111 Resolution : 0.111 OpticalZoom : 0.111 DigitalZoom : 0.111 Weight : 0.444 StorageIncluded : 0.111
target Product 44 's rank = 17
selection = 68 , Compatiblity = 0.666
topK: [66, 69, 70, 72, 71]
Price : 0.041 Resolution : 0.041 OpticalZoom : 0.041 DigitalZoom : 0.041 Weight : 0.666 StorageIncluded : 0.166
target Product 44 's rank = 10
selection = 69 , Compatiblity = 0.666
topK: [67, 64, 45, 61, 53]
Price : 0.148 Resolution : 0.037 OpticalZoom : 0.037 DigitalZoom : 0.037 Weight : 0.592 StorageIncluded : 0.148
target Product 44 's rank = 5
selection = 67 , Compatiblity = 0.555
topK: [51, 47, 48, 59, 60]
Price : 0.148 Resolution : 0.037 OpticalZoom : 0.037 DigitalZoom : 0.037 Weight : 0.592 StorageIncluded : 0.148
target Product 44 's rank = 0
selection = 48 , Compatiblity = 0.777
topK: [44, 55, 58, 49, 46]
Number of interaction cycles = 5
id =  45
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 45 's rank = 7
First product selected: 61
topK: [29, 198, 53, 9, 12]
Price : 0.444 Resolution : 0.111 OpticalZoom : 0.111 DigitalZoom : 0.111 Weight : 0.111 StorageIncluded : 0.111
target Product 45 's rank = 0
selection = 53 , Compatiblity = 0.777
topK: [45, 47, 51, 59, 52]
Number of interaction cycles = 2
id =  46
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 46 's rank = 128
First product selected: 47
topK: [49, 51, 60, 64, 44]
Price : 0.111 Resolution : 0.111 OpticalZoom : 0.444 DigitalZoom : 0.111 Weight : 0.111 StorageIncluded : 0.111
target Product 46 's rank = 8
selection = 49 , Compatiblity = 1.0
topK: [45, 61, 53, 52, 59]
Price : 0.047 Resolution : 0.19 OpticalZoom : 0.19 DigitalZoom : 0.19 Weight : 0.19 StorageIncluded : 0.19
target Product 46 's rank = 3
selection = 61 , Compatiblity = 0.444
topK: [63, 48, 55, 46, 58]
Number of interaction cycles = 3
id =  47
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 47 's rank = 53
First product selected: 44
topK: [27, 137, 159, 162, 208]
Price : 0.066 Resolution : 0.266 OpticalZoom : 0.266 DigitalZoom : 0.266 Weight : 0.066 StorageIncluded : 0.066
target Product 47 's rank = 66
selection = 159 , Compatiblity = 0.777
topK: [192, 194, 157, 158, 203]
Price : 0.19 Resolution : 0.19 OpticalZoom : 0.19 DigitalZoom : 0.19 Weight : 0.19 StorageIncluded : 0.047
target Product 47 's rank = 62
selection = 158 , Compatiblity = 0.666
topK: [113, 191, 74, 198, 184]
Price : 0.088 Resolution : 0.355 OpticalZoom : 0.088 DigitalZoom : 0.355 Weight : 0.088 StorageIncluded : 0.022
target Product 47 's rank = 45
selection = 113 , Compatiblity = 0.444
topK: [115, 119, 112, 122, 132]
Price : 0.152 Resolution : 0.609 OpticalZoom : 0.038 DigitalZoom : 0.152 Weight : 0.038 StorageIncluded : 0.009
target Product 47 's rank = 48
selection = 122 , Compatiblity = 0.555
topK: [120, 116, 126, 124, 114]
Price : 0.387 Resolution : 0.387 OpticalZoom : 0.024 DigitalZoom : 0.096 Weight : 0.096 StorageIncluded : 0.006
target Product 47 's rank = 38
selection = 116 , Compatiblity = 0.666
topK: [131, 129, 117, 125, 123]
Price : 0.632 Resolution : 0.158 OpticalZoom : 0.009 DigitalZoom : 0.158 Weight : 0.039 StorageIncluded : 0.002
target Product 47 's rank = 25
selection = 131 , Compatiblity = 0.777
topK: [118, 130, 181, 178, 78]
Price : 0.305 Resolution : 0.305 OpticalZoom : 0.004 DigitalZoom : 0.305 Weight : 0.076 StorageIncluded : 0.001
target Product 47 's rank = 33
selection = 78 , Compatiblity = 0.777
topK: [75, 73, 79, 183, 197]
Price : 0.142 Resolution : 0.569 OpticalZoom : 0.002 DigitalZoom : 0.142 Weight : 0.142 StorageIncluded : 0.0
target Product 47 's rank = 36
selection = 75 , Compatiblity = 0.666
topK: [200, 172, 173, 147, 193]
Price : 0.399 Resolution : 0.399 OpticalZoom : 0.001 DigitalZoom : 0.099 Weight : 0.099 StorageIncluded : 0.0
target Product 47 's rank = 21
selection = 193 , Compatiblity = 0.666
topK: [145, 177, 190, 45, 98]
Price : 0.159 Resolution : 0.639 OpticalZoom : 0.0 DigitalZoom : 0.039 Weight : 0.159 StorageIncluded : 0.0
target Product 47 's rank = 4
selection = 45 , Compatiblity = 0.888
topK: [61, 53, 52, 63, 47]
Number of interaction cycles = 11
id =  48
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 48 's rank = 97
First product selected: 96
topK: [0, 3, 5, 7, 8]
Price : 0.333 Resolution : 0.083 OpticalZoom : 0.083 DigitalZoom : 0.333 Weight : 0.083 StorageIncluded : 0.083
target Product 48 's rank = 74
selection = 8 , Compatiblity = 0.666
topK: [190, 9, 12, 14, 11]
Price : 0.111 Resolution : 0.111 OpticalZoom : 0.111 DigitalZoom : 0.444 Weight : 0.111 StorageIncluded : 0.111
target Product 48 's rank = 72
selection = 190 , Compatiblity = 0.444
topK: [186, 188, 86, 84, 139]
Price : 0.333 Resolution : 0.083 OpticalZoom : 0.083 DigitalZoom : 0.333 Weight : 0.083 StorageIncluded : 0.083
target Product 48 's rank = 62
selection = 86 , Compatiblity = 0.666
topK: [82, 85, 171, 19, 165]
Price : 0.592 Resolution : 0.037 OpticalZoom : 0.037 DigitalZoom : 0.148 Weight : 0.148 StorageIncluded : 0.037
target Product 48 's rank = 43
selection = 85 , Compatiblity = 0.555
topK: [16, 18, 170, 17, 169]
Price : 0.484 Resolution : 0.121 OpticalZoom : 0.03 DigitalZoom : 0.121 Weight : 0.121 StorageIncluded : 0.121
target Product 48 's rank = 52
selection = 18 , Compatiblity = 0.666
topK: [21, 20, 154, 209, 168]
Price : 0.355 Resolution : 0.088 OpticalZoom : 0.022 DigitalZoom : 0.088 Weight : 0.355 StorageIncluded : 0.088
target Product 48 's rank = 28
selection = 209 , Compatiblity = 0.555
topK: [196, 208, 45, 29, 191]
Price : 0.361 Resolution : 0.09 OpticalZoom : 0.005 DigitalZoom : 0.09 Weight : 0.361 StorageIncluded : 0.09
target Product 48 's rank = 5
selection = 45 , Compatiblity = 0.777
topK: [61, 53, 47, 51, 59]
Price : 0.456 Resolution : 0.028 OpticalZoom : 0.001 DigitalZoom : 0.028 Weight : 0.456 StorageIncluded : 0.028
target Product 48 's rank = 0
selection = 47 , Compatiblity = 0.888
topK: [48, 44, 55, 58, 60]
Number of interaction cycles = 9
id =  49
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 49 's rank = 123
First product selected: 46
topK: [98, 105, 107, 55, 48]
Price : 0.266 Resolution : 0.266 OpticalZoom : 0.066 DigitalZoom : 0.066 Weight : 0.266 StorageIncluded : 0.066
target Product 49 's rank = 16
selection = 98 , Compatiblity = 0.555
topK: [95, 92, 45, 96, 93]
Price : 0.484 Resolution : 0.121 OpticalZoom : 0.121 DigitalZoom : 0.121 Weight : 0.121 StorageIncluded : 0.03
target Product 49 's rank = 11
selection = 93 , Compatiblity = 0.777
topK: [102, 109, 108, 53, 61]
Price : 0.333 Resolution : 0.333 OpticalZoom : 0.083 DigitalZoom : 0.083 Weight : 0.083 StorageIncluded : 0.083
target Product 49 's rank = 6
selection = 53 , Compatiblity = 0.666
topK: [52, 63, 47, 51, 60]
Price : 0.148 Resolution : 0.592 OpticalZoom : 0.148 DigitalZoom : 0.037 Weight : 0.037 StorageIncluded : 0.037
target Product 49 's rank = 0
selection = 52 , Compatiblity = 0.777
topK: [49, 59, 44, 58, 50]
Number of interaction cycles = 5
id =  50
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 50 's rank = 46
First product selected: 42
topK: [184, 186, 188, 52, 82]
Price : 0.222 Resolution : 0.222 OpticalZoom : 0.055 DigitalZoom : 0.222 Weight : 0.222 StorageIncluded : 0.055
target Product 50 's rank = 45
selection = 52 , Compatiblity = 0.555
topK: [45, 61, 53, 47, 51]
Price : 0.242 Resolution : 0.242 OpticalZoom : 0.015 DigitalZoom : 0.242 Weight : 0.242 StorageIncluded : 0.015
target Product 50 's rank = 28
selection = 45 , Compatiblity = 0.444
topK: [60, 59, 48, 55, 49]
Price : 0.231 Resolution : 0.231 OpticalZoom : 0.057 DigitalZoom : 0.231 Weight : 0.231 StorageIncluded : 0.014
target Product 50 's rank = 22
selection = 49 , Compatiblity = 0.666
topK: [44, 46, 63, 58, 98]
Price : 0.133 Resolution : 0.533 OpticalZoom : 0.033 DigitalZoom : 0.133 Weight : 0.133 StorageIncluded : 0.033
target Product 50 's rank = 9
selection = 63 , Compatiblity = 0.777
topK: [95, 92, 93, 105, 107]
Price : 0.231 Resolution : 0.231 OpticalZoom : 0.057 DigitalZoom : 0.231 Weight : 0.231 StorageIncluded : 0.014
target Product 50 's rank = 77
selection = 93 , Compatiblity = 0.333
topK: [96, 109, 102, 108, 190]
Price : 0.3 Resolution : 0.3 OpticalZoom : 0.018 DigitalZoom : 0.075 Weight : 0.3 StorageIncluded : 0.004
target Product 50 's rank = 70
selection = 96 , Compatiblity = 0.333
topK: [91, 90, 104, 99, 103]
Price : 0.137 Resolution : 0.55 OpticalZoom : 0.034 DigitalZoom : 0.137 Weight : 0.137 StorageIncluded : 0.002
target Product 50 's rank = 6
selection = 91 , Compatiblity = 0.666
topK: [101, 106, 100, 110, 97]
Price : 0.049 Resolution : 0.799 OpticalZoom : 0.049 DigitalZoom : 0.049 Weight : 0.049 StorageIncluded : 0.0
target Product 50 's rank = 1
selection = 101 , Compatiblity = 0.777
topK: [94, 50, 57, 56, 127]
Number of interaction cycles = 9
id =  51
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 51 's rank = 57
First product selected: 61
topK: [44, 45, 46, 47, 48]
Price : 0.333 Resolution : 0.083 OpticalZoom : 0.083 DigitalZoom : 0.083 Weight : 0.333 StorageIncluded : 0.083
target Product 51 's rank = 1
selection = 47 , Compatiblity = 1.0
topK: [53, 51, 59, 60, 55]
Number of interaction cycles = 2
id =  52
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 52 's rank = 41
First product selected: 63
topK: [106, 101, 100, 97, 110]
Price : 0.222 Resolution : 0.222 OpticalZoom : 0.222 DigitalZoom : 0.222 Weight : 0.055 StorageIncluded : 0.055
target Product 52 's rank = 25
selection = 101 , Compatiblity = 0.444
topK: [50, 57, 56, 76, 1]
Price : 0.121 Resolution : 0.484 OpticalZoom : 0.121 DigitalZoom : 0.121 Weight : 0.03 StorageIncluded : 0.121
target Product 52 's rank = 4
selection = 50 , Compatiblity = 0.555
topK: [45, 134, 53, 61, 52]
Number of interaction cycles = 3
id =  53
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 53 's rank = 19
First product selected: 63
topK: [45, 61, 52, 50, 47]
Price : 0.266 Resolution : 0.066 OpticalZoom : 0.066 DigitalZoom : 0.266 Weight : 0.266 StorageIncluded : 0.066
target Product 53 's rank = 0
selection = 61 , Compatiblity = 1.0
topK: [53, 51, 59, 60, 48]
Number of interaction cycles = 2
id =  54
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 54 's rank = 205
First product selected: 61
topK: [53, 63, 88, 138, 165]
Price : 0.111 Resolution : 0.111 OpticalZoom : 0.444 DigitalZoom : 0.111 Weight : 0.111 StorageIncluded : 0.111
target Product 54 's rank = 102
selection = 138 , Compatiblity = 0.777
topK: [76, 1, 135, 140, 134]
Price : 0.03 Resolution : 0.121 OpticalZoom : 0.484 DigitalZoom : 0.121 Weight : 0.121 StorageIncluded : 0.121
target Product 54 's rank = 66
selection = 76 , Compatiblity = 0.333
topK: [190, 175, 82, 86, 84]
Price : 0.022 Resolution : 0.088 OpticalZoom : 0.355 DigitalZoom : 0.088 Weight : 0.355 StorageIncluded : 0.088
target Product 54 's rank = 42
selection = 175 , Compatiblity = 0.444
topK: [176, 83, 87, 4, 6]
Price : 0.033 Resolution : 0.133 OpticalZoom : 0.533 DigitalZoom : 0.133 Weight : 0.133 StorageIncluded : 0.033
target Product 54 's rank = 41
selection = 87 , Compatiblity = 0.555
topK: [85, 0, 8, 9, 186]
Price : 0.009 Resolution : 0.156 OpticalZoom : 0.627 DigitalZoom : 0.039 Weight : 0.156 StorageIncluded : 0.009
target Product 54 's rank = 34
selection = 186 , Compatiblity = 0.444
topK: [188, 3, 139, 12, 19]
Price : 0.009 Resolution : 0.156 OpticalZoom : 0.627 DigitalZoom : 0.039 Weight : 0.156 StorageIncluded : 0.009
target Product 54 's rank = 30
selection = 19 , Compatiblity = 0.555
topK: [7, 5, 18, 14, 11]
Price : 0.011 Resolution : 0.183 OpticalZoom : 0.735 DigitalZoom : 0.011 Weight : 0.045 StorageIncluded : 0.011
target Product 54 's rank = 24
selection = 7 , Compatiblity = 0.444
topK: [17, 21, 16, 20, 154]
Price : 0.039 Resolution : 0.156 OpticalZoom : 0.627 DigitalZoom : 0.009 Weight : 0.156 StorageIncluded : 0.009
target Product 54 's rank = 20
selection = 17 , Compatiblity = 0.444
topK: [209, 170, 171, 168, 196]
Price : 0.013 Resolution : 0.053 OpticalZoom : 0.861 DigitalZoom : 0.003 Weight : 0.053 StorageIncluded : 0.013
target Product 54 's rank = 15
selection = 196 , Compatiblity = 0.555
topK: [169, 195, 127, 128, 189]
Price : 0.003 Resolution : 0.057 OpticalZoom : 0.92 DigitalZoom : 0.0 Weight : 0.014 StorageIncluded : 0.003
target Product 54 's rank = 5
selection = 127 , Compatiblity = 0.888
topK: [10, 2, 185, 77, 89]
Price : 0.013 Resolution : 0.054 OpticalZoom : 0.872 DigitalZoom : 0.0 Weight : 0.054 StorageIncluded : 0.003
target Product 54 's rank = 0
selection = 2 , Compatiblity = 0.888
topK: [54, 81, 13, 15, 22]
Number of interaction cycles = 12
id =  55
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 55 's rank = 101
First product selected: 131
topK: [48, 114, 122, 124, 125]
Price : 0.266 Resolution : 0.266 OpticalZoom : 0.066 DigitalZoom : 0.066 Weight : 0.266 StorageIncluded : 0.066
target Product 55 's rank = 7
selection = 48 , Compatiblity = 0.888
topK: [45, 61, 53, 47, 51]
Price : 0.133 Resolution : 0.533 OpticalZoom : 0.033 DigitalZoom : 0.133 Weight : 0.133 StorageIncluded : 0.033
target Product 55 's rank = 6
selection = 47 , Compatiblity = 0.777
topK: [52, 63, 60, 49, 46]
Price : 0.049 Resolution : 0.79 OpticalZoom : 0.012 DigitalZoom : 0.049 Weight : 0.049 StorageIncluded : 0.049
target Product 55 's rank = 1
selection = 63 , Compatiblity = 0.666
topK: [59, 55, 44, 58, 98]
Number of interaction cycles = 4
id =  56
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 56 's rank = 141
First product selected: 46
topK: [49, 57, 106, 94, 97]
Price : 0.333 Resolution : 0.083 OpticalZoom : 0.083 DigitalZoom : 0.333 Weight : 0.083 StorageIncluded : 0.083
target Product 56 's rank = 1
selection = 57 , Compatiblity = 0.777
topK: [50, 56, 100, 101, 110]
Number of interaction cycles = 2
id =  57
Price : 0.166 Resolution : 0.166 OpticalZoom : 0.166 DigitalZoom : 0.166 Weight : 0.166 StorageIncluded : 0.166
target Product 57 's rank = 92
First product selected: 160
topK: [8, 13, 18, 19, 25]
Price : 0.083 Resolution : 0.333 OpticalZoom : 0.333 DigitalZoom : 0.083 Weight : 0.083 StorageIncluded : 0.083
target Product 57 's rank = 140
selection = 13 , Compatiblity = 0.555
topK: [4, 6, 1, 22, 136]
Price : 0.025 Resolution : 0.41 OpticalZoom : 0.41 DigitalZoom : 0.025 Weight : 0.025 StorageIncluded : 0.102
target Product 57 's rank = 57
selection = 1 , Compatiblity = 0.555
topK: [76, 10, 134, 127, 128]
Price : 0.041 Resolution : 0.166 OpticalZoom : 0.666 DigitalZoom : 0.041 Weight : 0.041 StorageIncluded : 0.041
target Product 57 's rank = 51
selection = 76 , Compatiblity = 0.555
topK: [88, 138, 135, 140, 82]
Price : 0.051 Resolution : 0.051 OpticalZoom : 0.82 DigitalZoom : 0.012 Weight : 0.051 StorageIncluded : 0.012
target Product 57 's rank = 45
selection = 135 , Compatiblity = 0.777
topK: [139, 137, 154, 190, 0]
Price : 0.156 Resolution : 0.039 OpticalZoom : 0.627 DigitalZoom : 0.009 Weight : 0.156 StorageIncluded : 0.009
target Product 57 's rank = 168
selection = 139 , Compatiblity = 0.333
topK: [3, 84, 85, 186, 188]
Price : 0.052 Resolution : 0.052 OpticalZoom : 0.836 DigitalZoom : 0.003 Weight : 0.052 StorageIncluded : 0.003
target Product 57 's rank = 151
selection = 186 , Compatiblity = 0.666
topK: [9, 86, 165, 12, 7]
Price : 0.18 Resolution : 0.045 OpticalZoom : 0.723 DigitalZoom : 0.002 Weight : 0.045 StorageIncluded : 0.002
target Product 57 's rank = 158
selection = 86 , Compatiblity = 0.444
topK: [5, 16, 14, 168, 170]
Price : 0.18 Resolution : 0.045 OpticalZoom : 0.723 DigitalZoom : 0.002 Weight : 0.045 StorageIncluded : 0.002
target Product 57 's rank = 153
selection = 170 , Compatiblity = 0.333
topK: [169, 171, 17, 209, 20]
Price : 0.158 Resolution : 0.039 OpticalZoom : 0.632 DigitalZoom : 0.009 Weight : 0.158 StorageIncluded : 0.002
target Product 57 's rank = 146
selection = 171 , Compatiblity = 0.444
topK: [21, 196, 11, 159, 158]
Price : 0.305 Resolution : 0.076 OpticalZoom : 0.305 DigitalZoom : 0.004 Weight : 0.305 StorageIncluded : 0.001
target Product 57 's rank = 134
selection = 159 , Compatiblity = 0.555
topK: [162, 157, 117, 191, 181]
Price : 0.142 Resolution : 0.142 OpticalZoom : 0.569 DigitalZoom : 0.002 Weight : 0.142 StorageIncluded : 0.0
target Product 57 's rank = 124
selection = 157 , Compatiblity = 0.555
topK: [115, 74, 119, 122, 113]
Price : 0.307 Resolution : 0.076 OpticalZoom : 0.307 DigitalZoom : 0.001 Weight : 0.307 StorageIncluded : 0.0
target Product 57 's rank = 125
selection = 74 , Compatiblity = 0.444
topK: [73, 78, 75, 79, 116]
Price : 0.639 Resolution : 0.039 OpticalZoom : 0.159 DigitalZoom : 0.0 Weight : 0.159 StorageIncluded : 0.0
target Product 57 's rank = 124
