Car Code,Manufacturer,Body,Price,Miles,Power,Speed,CCM,ZIP
535,vw,station_wagon,6599,159909,60,183,1800,1
536,bmw,sedan,38599,35784,170,197,2300,6
537,mercedes-benz,sedan,58899,2716,130,224,2900,7
538,vw,fastback,22999,27907,100,183,1800,5
539,bmw,sedan,78899,9180,285,252,4000,7
540,bmw,coupe,39199,16492,115,183,1800,9
541,vw,fastback,16899,60626,64,183,1800,9
542,bmw,roadster,33899,33926,115,183,1800,2
543,audi,station_wagon,10299,174605,90,173,1900,3
544,bmw,sedan,43599,23523,170,197,2300,6
545,mercedes-benz,sedan,35699,40261,136,183,2000,1
546,vw,fastback,30999,7366,110,183,1800,6
547,mercedes-benz,sedan,47099,18684,95,187,2200,9
548,mercedes-benz,station_wagon,14999,166045,197,213,2800,3
549,bmw,station_wagon,39299,41704,150,183,2000,5
550,mercedes-benz,sedan,50599,81832,278,252,4300,4
551,bmw,fastback,29699,69391,170,197,2300,6
552,bmw,station_wagon,20999,77181,102,183,1600,9
553,bmw,station_wagon,46299,32968,170,197,2300,3
554,audi,sedan,31199,51795,150,183,1800,3
555,bmw,coupe,31299,56386,150,241,3200,3
556,bmw,convertible,35899,57694,193,213,2800,8
557,mercedes-benz,sedan,43799,3584,95,187,2200,6
558,mercedes-benz,sedan,39599,15307,122,183,1800,4
559,audi,station_wagon,37599,18940,110,173,1900,7
560,audi,sedan,43399,34869,165,213,2400,2
561,mercedes-benz,station_wagon,22099,109659,150,203,2500,5
562,audi,sedan,48099,16017,150,183,1800,3
563,mercedes-benz,sedan,36999,47707,170,213,2400,1
564,mercedes-benz,station_wagon,24299,97902,170,213,2400,4
565,vw,fastback,29099,46679,174,183,1800,5
566,vw,fastback,13999,82949,64,183,1800,3
567,vw,fastback,23899,23154,100,183,1800,5
568,vw,convertible,15699,69393,75,183,1800,3
569,mercedes-benz,sedan,26999,85299,170,213,2400,7
570,vw,sedan,22999,9784,75,183,1800,0
571,mercedes-benz,sedan,24699,72066,122,183,1800,9
572,audi,station_wagon,12799,148120,90,173,1900,5
573,audi,station_wagon,45899,2849,150,183,1800,5
574,bmw,station_wagon,39099,29484,115,203,2500,7
575,mercedes-benz,station_wagon,48799,50224,224,241,3200,0
576,bmw,station_wagon,35999,16251,115,203,2500,6
577,audi,station_wagon,10999,166631,125,183,1800,3
578,bmw,station_wagon,17499,150174,170,197,2300,2
579,audi,station_wagon,20999,117615,193,213,2800,2
580,audi,station_wagon,37299,19700,90,173,1900,8
581,bmw,coupe,34599,21797,115,183,1800,1
582,audi,sedan,23599,107752,165,213,2400,1
583,bmw,fastback,26999,81111,170,197,2300,4
584,vw,convertible,23999,30614,90,183,1800,7
585,vw,fastback,18299,37514,60,183,1800,5
586,bmw,sedan,48099,75187,320,241,3500,9
587,mercedes-benz,roadster,22299,122510,192,197,2300,4
588,bmw,fastback,43099,24751,170,197,2300,3
589,vw,sedan,17999,96087,90,183,1900,8
590,bmw,sedan,49099,6947,142,203,2500,9
591,vw,convertible,26599,10196,100,183,1800,0
592,bmw,station_wagon,44899,27277,193,213,2800,8
593,audi,sedan,22199,92780,150,183,1800,5
594,bmw,fastback,30199,33602,102,183,1600,1
595,audi,station_wagon,54699,2849,193,213,2800,3
596,audi,station_wagon,34199,43252,110,173,1900,7
597,vw,station_wagon,5799,187960,64,183,1800,7
598,vw,fastback,32599,33239,174,183,1800,1
599,vw,station_wagon,10499,122104,75,183,1800,8
600,vw,sedan,26499,80748,193,183,1900,1
601,vw,fastback,21299,32957,64,183,1800,8
602,mercedes-benz,sedan,12099,191649,197,213,2800,7
603,vw,fastback,17199,70600,90,183,1800,5
604,mercedes-benz,roadster,37699,46315,192,197,2300,9
605,bmw,station_wagon,15599,155407,150,183,2000,8
606,mercedes-benz,sedan,25999,89993,95,187,2200,7
607,vw,station_wagon,11099,123591,90,183,1800,2
608,vw,station_wagon,30799,16347,125,183,1900,5
609,audi,sedan,19599,97232,125,183,1800,1
610,bmw,roadster,20399,94844,115,183,1800,5
611,bmw,sedan,44199,8078,150,241,2000,6
612,audi,sedan,28399,79428,150,183,1800,6
613,mercedes-benz,sedan,29299,87994,130,224,2900,7
614,mercedes-benz,sedan,30299,71539,170,213,2400,6
615,mercedes-benz,sedan,33799,70763,130,224,2900,4
616,mercedes-benz,sedan,33099,60907,170,213,2400,7
617,mercedes-benz,sedan,18099,121641,136,183,2000,1
618,bmw,sedan,50799,57468,235,183,3500,1
619,bmw,station_wagon,13599,129389,102,183,1600,4
620,vw,convertible,23699,46942,115,183,1800,5
621,bmw,sedan,41799,24969,142,203,2500,3
622,bmw,station_wagon,15799,159940,142,203,2500,7
623,vw,station_wagon,20499,99817,190,183,1800,2
624,bmw,station_wagon,36299,43230,142,203,2500,3
625,mercedes-benz,station_wagon,40399,37032,150,203,2500,4
626,bmw,sedan,25399,103123,142,203,2500,5
627,vw,sedan,17699,104000,110,183,1900,6
628,vw,fastback,11899,107126,100,183,1800,7
629,bmw,sedan,45299,25412,142,203,2500,7
630,audi,sedan,16999,138740,110,173,1900,4
631,audi,sedan,53899,22547,193,213,2800,4
632,bmw,sedan,32299,32618,142,203,2500,8
633,bmw,coupe,37299,53089,193,213,2800,4
634,mercedes-benz,sedan,42699,34567,136,183,2000,2
635,bmw,sedan,12599,138445,102,183,1600,1
636,bmw,roadster,20299,131862,191,213,2800,5
637,vw,station_wagon,19799,46013,90,183,1800,6
638,vw,sedan,34399,31141,193,183,1900,3
639,audi,station_wagon,20999,88987,125,183,1800,4
640,bmw,station_wagon,15399,165230,170,197,2300,6
641,vw,station_wagon,25299,6976,90,183,1800,2
642,bmw,coupe,11399,150744,102,183,1600,8
643,vw,fastback,17699,54899,75,183,1800,0
644,vw,convertible,16799,65768,90,183,1800,2
645,vw,fastback,37899,8674,174,183,1800,4
646,vw,station_wagon,27699,2710,100,183,1800,3
647,mercedes-benz,sedan,40599,43057,197,213,2800,3
648,bmw,sedan,14399,154298,142,203,2500,0
649,bmw,sedan,12799,200396,193,213,2800,8
650,vw,convertible,9199,138262,100,183,1800,2
651,vw,fastback,22999,23670,64,183,1800,6
652,bmw,sedan,29899,68616,170,197,2300,3
653,vw,fastback,10799,110386,75,183,1800,4
654,mercedes-benz,sedan,42199,36003,192,197,2300,8
655,bmw,convertible,37899,103782,320,241,3500,8
656,bmw,station_wagon,62299,33066,235,183,3500,4
657,mercedes-benz,sedan,26399,98318,197,213,2800,1
658,vw,sedan,26899,44699,125,183,1900,5
659,bmw,sedan,15599,140070,115,203,2500,8
660,audi,sedan,12899,175838,193,213,2800,1
661,vw,fastback,35199,24127,174,183,1800,8
662,bmw,station_wagon,47799,16218,142,203,2500,5
663,bmw,sedan,58199,19446,235,183,3500,8
664,vw,fastback,17199,110198,174,183,1800,8
665,mercedes-benz,sedan,46099,22232,192,197,2300,4
666,vw,sedan,24899,88262,193,183,1900,1
667,mercedes-benz,station_wagon,41099,27124,197,213,2800,7
668,vw,station_wagon,8899,141680,75,183,1800,7
669,vw,fastback,21899,25184,64,183,1800,8
670,bmw,station_wagon,17299,143305,150,183,2000,4
671,bmw,roadster,11999,171540,140,183,1900,2
672,audi,sedan,26099,20496,101,183,1600,6
673,audi,sedan,32799,48015,110,173,1900,5
674,mercedes-benz,sedan,29699,78043,192,197,2300,9
675,bmw,sedan,75199,28083,285,252,4000,6
676,vw,convertible,14299,92835,90,183,1800,9
677,audi,sedan,16599,150408,165,213,2400,2
678,mercedes-benz,sedan,29499,100173,176,224,3000,3
679,bmw,station_wagon,48599,21037,142,203,2500,3
680,mercedes-benz,sedan,21299,94799,95,187,2200,2
681,vw,station_wagon,15199,34694,60,183,1800,3
682,mercedes-benz,station_wagon,44199,10995,170,213,2400,0
683,audi,station_wagon,38499,15903,125,183,1800,3
684,vw,fastback,18099,64860,90,183,1800,7
685,bmw,fastback,37199,8811,102,183,1600,9
686,audi,station_wagon,9699,181335,90,173,1900,4
687,bmw,sedan,25899,38618,102,183,1600,1
688,bmw,sedan,43699,23114,170,197,2300,0
689,mercedes-benz,sedan,26599,63068,122,183,1800,5
690,audi,sedan,23599,85303,150,183,1800,6
691,bmw,coupe,9099,177840,102,183,1600,4
692,vw,fastback,29599,28909,190,183,1800,0
693,bmw,fastback,36799,9975,102,183,1600,1
694,vw,fastback,21699,30341,64,183,1800,3
695,bmw,station_wagon,32799,72476,142,203,2500,0
696,vw,fastback,9499,149365,110,183,1800,4
697,vw,station_wagon,38199,14084,150,183,1900,7
698,bmw,station_wagon,12099,186068,150,183,2000,1
699,bmw,convertible,31699,72435,193,213,2800,0
700,vw,fastback,13799,89418,100,183,1800,7
701,audi,station_wagon,28199,42096,101,183,1600,7
702,mercedes-benz,station_wagon,33599,47695,136,183,2000,5
703,bmw,coupe,29199,37739,102,183,1600,6
704,vw,fastback,12199,95618,75,183,1800,8
705,mercedes-benz,station_wagon,23399,91061,136,183,2000,7
706,mercedes-benz,sedan,69599,31277,278,252,4300,3
707,mercedes-benz,station_wagon,21699,122045,197,213,2800,9
708,bmw,coupe,77599,17853,320,241,3500,3
709,bmw,station_wagon,33699,106543,235,183,3500,4
710,bmw,sedan,38399,11463,115,183,1800,5
711,bmw,sedan,51299,1763,170,197,2300,3
712,audi,sedan,38699,15409,90,173,1900,1
713,vw,sedan,28199,29458,100,183,1900,7
714,bmw,convertible,43399,34746,193,213,2800,6
715,bmw,sedan,50199,21862,193,213,2800,8
716,bmw,station_wagon,55699,24049,193,213,2800,1
717,audi,station_wagon,28399,81458,193,213,2800,6
718,bmw,coupe,37599,32034,170,197,2300,3
719,mercedes-benz,station_wagon,35599,77777,176,224,3000,9
720,vw,fastback,17899,25412,100,183,1800,2
721,mercedes-benz,station_wagon,31699,47263,95,187,2200,6
722,vw,fastback,34299,27123,174,183,1800,8
723,mercedes-benz,sedan,24599,107072,197,213,2800,2
724,audi,sedan,36899,54277,165,213,2400,8
725,mercedes-benz,sedan,32999,61254,95,187,2200,3
726,mercedes-benz,sedan,20699,105815,136,183,2000,2
727,vw,station_wagon,33199,41728,190,183,1800,3
728,vw,fastback,13199,94379,90,183,1800,3
729,bmw,station_wagon,30699,45809,115,183,1800,1
730,bmw,station_wagon,18599,118450,115,203,2500,4
731,mercedes-benz,sedan,51399,52991,224,241,3200,4
732,mercedes-benz,sedan,32999,42550,95,187,2200,0
733,vw,station_wagon,27799,5245,100,183,1800,2
734,bmw,sedan,28399,91720,170,197,2300,4
735,vw,convertible,11999,105461,90,183,1800,6
736,mercedes-benz,sedan,29799,84100,197,213,2800,3
737,mercedes-benz,sedan,45399,4123,95,187,2200,8
738,vw,station_wagon,9699,131411,100,183,1800,2
739,bmw,sedan,48699,14812,150,183,2000,3
740,audi,station_wagon,19499,85917,101,183,1600,6
741,bmw,convertible,21299,89737,115,183,1800,3
742,vw,station_wagon,21399,58797,115,183,1800,7
743,bmw,convertible,32899,37532,115,183,1800,1
744,bmw,coupe,28699,84268,193,213,2800,4
745,mercedes-benz,station_wagon,40099,63451,176,224,3000,3
746,mercedes-benz,sedan,30999,73016,192,197,2300,5
747,vw,station_wagon,29299,46110,150,183,1900,3
748,mercedes-benz,station_wagon,13899,169604,136,183,2000,2
749,vw,station_wagon,39799,9294,150,183,1900,5
750,bmw,coupe,36899,9544,102,183,1600,7
751,vw,station_wagon,15499,71171,75,183,1800,2
752,bmw,sedan,28099,84867,150,183,2000,1
753,vw,fastback,17699,33554,60,183,1800,0
754,bmw,sedan,31999,24008,150,241,3200,8
755,audi,sedan,24799,57510,101,183,1600,3
756,vw,fastback,29599,29242,174,183,1800,5
757,bmw,station_wagon,30399,49288,115,203,2500,6
758,audi,station_wagon,31099,41525,90,173,1900,2
759,bmw,sedan,31999,75519,142,203,2500,7
760,audi,station_wagon,36299,52125,193,213,2800,8
761,bmw,station_wagon,24899,105608,142,203,2500,3
762,bmw,sedan,40799,24453,115,203,2500,9
763,mercedes-benz,sedan,37899,89768,224,241,3200,4
764,vw,station_wagon,33199,19374,125,183,1900,2
765,bmw,roadster,56599,8884,191,213,2800,6
766,mercedes-benz,sedan,17899,145104,197,213,2800,1
767,bmw,sedan,81899,10345,285,252,4000,4
768,mercedes-benz,station_wagon,31699,70455,192,197,2300,5
769,mercedes-benz,sedan,55999,35340,224,241,3200,6
770,bmw,station_wagon,35099,27324,115,203,2500,5
771,mercedes-benz,sedan,23399,128108,204,213,2800,9
772,vw,convertible,27099,16323,90,183,1800,5
773,vw,convertible,23699,46630,115,183,1800,3
774,vw,fastback,19699,26927,75,183,1800,8
775,mercedes-benz,sedan,78399,29133,278,252,4300,8
776,bmw,sedan,22899,115733,142,203,2500,4
777,mercedes-benz,sedan,36099,26371,122,183,1800,3
778,vw,station_wagon,26799,45002,125,183,1900,1
779,bmw,station_wagon,74299,29469,285,252,4000,3
780,bmw,fastback,40999,11168,115,183,1800,2
781,vw,fastback,11799,103356,64,183,1800,4
782,mercedes-benz,station_wagon,20399,119276,95,187,2200,3
783,vw,convertible,24199,21940,100,183,1800,1
784,bmw,station_wagon,23699,126678,193,213,2800,6
785,vw,fastback,7399,172285,90,183,1800,3
786,bmw,station_wagon,37399,33003,142,203,2500,2
787,bmw,convertible,62099,44505,320,241,3500,4
788,bmw,station_wagon,36499,24911,115,203,2500,7
789,bmw,coupe,46199,7068,150,241,3200,2
790,mercedes-benz,sedan,31299,67623,170,213,2400,2
791,vw,sedan,33899,25351,150,183,1900,3
792,audi,station_wagon,35299,26306,90,173,1900,2
793,bmw,convertible,17999,122819,150,241,3200,8
794,bmw,convertible,28899,136316,320,241,3500,7
795,audi,station_wagon,39799,41084,193,213,2800,4
796,mercedes-benz,sedan,41899,27475,95,187,2200,8
797,vw,fastback,20999,96390,190,183,1800,4
798,vw,station_wagon,22199,57803,100,183,1900,8
799,vw,station_wagon,15399,123480,150,183,1900,1
800,audi,station_wagon,28999,32577,90,173,1900,5
801,vw,sedan,23699,28017,100,183,1900,7
802,audi,station_wagon,14599,121262,101,183,1600,6
803,vw,sedan,23799,59083,125,183,1900,8
804,mercedes-benz,sedan,46199,20166,95,187,2200,6
805,mercedes-benz,station_wagon,32899,61739,150,203,2500,3
806,bmw,station_wagon,44799,50064,193,213,2800,8
807,vw,station_wagon,18699,48316,64,183,1800,4
808,vw,fastback,23999,30663,90,183,1800,2
809,bmw,roadster,7699,211484,115,183,1800,1
810,vw,sedan,9299,162132,100,183,1900,1
811,vw,fastback,20199,33409,90,183,1800,8
812,mercedes-benz,station_wagon,24799,121123,204,213,2800,7
813,bmw,roadster,19899,97784,115,183,1800,9
814,vw,station_wagon,15499,90392,110,183,1800,6
815,bmw,station_wagon,11699,162073,115,183,1800,6
816,vw,convertible,20199,34202,75,183,1800,5
817,vw,sedan,27799,34638,150,183,1900,1
818,mercedes-benz,sedan,39599,15788,95,187,2200,1
819,mercedes-benz,sedan,47299,18005,170,213,2400,4
820,bmw,roadster,30999,44901,115,183,1800,1
821,audi,sedan,35499,52492,150,183,1800,2
822,vw,fastback,14999,79154,100,183,1800,1
823,vw,sedan,29099,43957,110,183,1900,8
824,bmw,station_wagon,64699,11919,235,183,3500,5
825,vw,station_wagon,30699,10784,115,183,1800,5
826,vw,convertible,33099,6680,115,183,1800,1
827,mercedes-benz,sedan,37399,50750,197,213,2800,2
828,bmw,roadster,29299,87821,191,213,2800,2
829,bmw,convertible,38099,50357,193,213,2800,9
830,vw,convertible,12999,92522,75,183,1800,8
831,audi,sedan,35899,24555,125,183,1800,5
832,vw,sedan,29599,33028,125,183,1900,7
833,audi,station_wagon,13299,153689,150,183,1800,5
834,mercedes-benz,station_wagon,25299,74521,95,187,2200,6
835,bmw,coupe,24699,91503,170,197,2300,0
836,vw,fastback,5799,215968,115,183,1800,1
837,mercedes-benz,station_wagon,18999,108957,95,187,2200,6
838,vw,fastback,10099,117511,64,183,1800,5
839,bmw,roadster,19499,100508,115,183,1800,1
840,vw,fastback,9299,135992,75,183,1800,6
841,vw,fastback,36499,30240,190,183,1800,2
842,bmw,fastback,20399,114846,170,197,2300,4
843,mercedes-benz,sedan,35499,20585,136,183,2000,7
844,vw,station_wagon,19599,94547,150,183,1900,5
845,vw,fastback,4799,212443,75,183,1800,4
846,audi,station_wagon,33699,15548,125,183,1800,5
847,mercedes-benz,roadster,42899,44265,192,197,2300,8
848,vw,sedan,32199,23109,125,183,1900,3
849,vw,fastback,30199,24724,174,183,1800,4
850,vw,fastback,16099,93012,115,183,1800,1
851,mercedes-benz,station_wagon,95199,4296,278,252,4300,1
852,audi,sedan,23199,65138,101,183,1600,2
853,vw,station_wagon,22699,87423,190,183,1800,8
854,mercedes-benz,station_wagon,49199,38878,204,213,2800,2
855,bmw,roadster,41599,9546,115,183,1800,5
856,vw,sedan,30999,32073,110,183,1900,4
857,bmw,sedan,17299,100831,102,183,1600,2
858,bmw,sedan,45699,15610,142,203,2500,4
859,mercedes-benz,station_wagon,31099,44315,122,183,1800,8
860,bmw,convertible,22599,82747,115,183,1800,7
861,mercedes-benz,station_wagon,47199,8625,95,187,2200,1
862,mercedes-benz,sedan,49099,10719,170,213,2400,2
863,mercedes-benz,sedan,43999,98562,278,252,4300,6
864,mercedes-benz,sedan,89999,12639,278,252,4300,9
865,mercedes-benz,sedan,19099,139509,130,224,2900,4
866,vw,fastback,14199,85554,100,183,1800,7
867,bmw,coupe,34399,44784,150,241,3200,1
868,bmw,station_wagon,25799,86363,170,197,2300,5
869,vw,sedan,49199,6677,193,183,1900,5
870,audi,sedan,41499,7090,125,183,1800,6
871,audi,sedan,25399,92832,150,183,1800,9
872,vw,station_wagon,14399,79809,75,183,1800,7
873,vw,sedan,29899,40577,110,183,1900,3
874,mercedes-benz,sedan,33099,73495,130,224,2900,5
875,vw,station_wagon,24399,68001,150,183,1900,6
876,mercedes-benz,station_wagon,57499,35417,224,241,3200,2
877,bmw,sedan,87199,3740,320,241,3500,7
878,bmw,coupe,48599,21277,193,213,2800,5
879,mercedes-benz,station_wagon,46499,45604,176,224,3000,5
880,vw,sedan,22599,48596,100,183,1900,9
881,mercedes-benz,station_wagon,20599,99058,95,187,2200,2
882,audi,station_wagon,38799,25910,110,173,1900,1
883,bmw,sedan,24299,93660,170,197,2300,3
884,bmw,coupe,40299,96520,320,241,3500,5
885,bmw,station_wagon,9399,207324,170,197,2300,1
886,vw,station_wagon,14899,105586,100,183,1900,9
887,audi,sedan,36799,21420,90,173,1900,1
888,vw,station_wagon,29599,4954,110,183,1800,1
889,vw,sedan,23599,68993,110,183,1900,2
890,bmw,sedan,49499,78207,285,252,4000,2
891,vw,fastback,27599,21619,110,183,1800,4
892,audi,station_wagon,38499,3468,101,183,1600,6
893,vw,sedan,30999,17930,150,183,1900,4
894,bmw,coupe,35199,49149,170,197,2300,1
895,vw,convertible,21699,34959,100,183,1800,7
896,audi,station_wagon,28799,50831,90,173,1900,3
897,bmw,sedan,32699,87943,193,213,2800,0
898,audi,sedan,29299,59170,150,183,1800,6
899,vw,sedan,19099,119900,193,183,1900,1
900,audi,sedan,31999,67052,193,213,2800,7
901,bmw,coupe,60399,47951,320,241,3500,8
902,vw,sedan,8199,198121,150,183,1900,3
903,audi,station_wagon,16099,120734,125,183,1800,0
904,vw,station_wagon,12799,80675,60,183,1800,8
905,audi,sedan,29399,95139,193,213,2800,7
906,vw,station_wagon,21099,33686,64,183,1800,3
907,mercedes-benz,station_wagon,41099,19908,150,203,2500,8
908,audi,station_wagon,12399,180902,193,213,2800,4
909,mercedes-benz,station_wagon,36499,49240,150,203,2500,2
910,vw,station_wagon,22199,23723,64,183,1800,5
911,bmw,coupe,48099,2827,150,241,3200,1
912,bmw,sedan,38699,25058,170,197,2300,2
913,bmw,coupe,38099,103070,320,241,3500,5
914,mercedes-benz,station_wagon,15199,135568,95,187,2200,8
915,bmw,fastback,21499,74309,102,183,1600,6
916,vw,fastback,44999,5110,190,183,1800,4
917,vw,fastback,38399,8952,174,183,1800,1
918,bmw,sedan,33199,126076,285,252,4000,8
919,mercedes-benz,sedan,51099,21332,130,224,2900,3
920,vw,fastback,26799,9487,75,183,1800,4
921,mercedes-benz,sedan,36999,51832,192,197,2300,3
922,audi,sedan,33899,64325,165,213,2400,9
923,audi,sedan,19499,86029,101,183,1600,7
924,mercedes-benz,station_wagon,25699,162876,278,252,4300,4
925,mercedes-benz,station_wagon,39999,28022,95,187,2200,6
926,bmw,fastback,12499,173401,170,197,2300,2
927,mercedes-benz,sedan,45699,17118,130,224,2900,4
928,bmw,roadster,43099,4493,115,183,1800,2
929,mercedes-benz,station_wagon,60799,32855,224,241,3200,4
930,audi,sedan,45199,9669,110,173,1900,2
931,bmw,station_wagon,15199,179649,193,213,2800,6
932,vw,sedan,47599,10638,193,183,1900,7
933,bmw,sedan,17499,143505,193,213,2800,0
934,audi,station_wagon,36499,32891,150,183,1800,2
935,mercedes-benz,station_wagon,40399,18100,95,187,2200,3
936,vw,fastback,9199,129714,75,183,1800,2
937,bmw,coupe,23399,90995,150,241,3200,9
938,bmw,sedan,17699,161210,193,213,2800,8
939,mercedes-benz,station_wagon,38399,10643,95,187,2200,6
940,bmw,coupe,79599,14750,320,241,3500,6
941,vw,convertible,18699,74991,115,183,1800,1
942,bmw,station_wagon,43599,32042,150,183,2000,7
943,bmw,sedan,38799,3548,102,183,1600,8
944,vw,fastback,27999,12200,90,183,1800,8
945,bmw,fastback,12899,169899,170,197,2300,5
946,vw,station_wagon,17699,94877,125,183,1900,2
947,vw,station_wagon,12199,148498,110,183,1900,8
948,vw,station_wagon,13499,91671,90,183,1800,2
949,bmw,sedan,46499,8593,115,203,2500,8
950,bmw,sedan,18899,132628,150,183,2000,4
951,vw,station_wagon,11399,107986,75,183,1800,8
952,bmw,sedan,54099,67534,285,252,4000,4
953,vw,station_wagon,25799,23450,100,183,1900,8
954,bmw,sedan,38499,53298,142,203,2500,2
955,bmw,sedan,29399,36859,102,183,1600,2
956,vw,station_wagon,18099,101125,110,183,1900,8
